PMID,NCTID,CombnID,Drug_Name,MTD_Value,MTD_Unit,Frequency,Schedule,Comments
19289491,NA,402,temozolomide,50,mg/m2,1,on day 1 at 200 mg/m2 and a dose of 25 mg/m2/day on days 2–5 of a 28-day treatment cycle,schedule 1
19289491,NA,402,temozolomide,50,mg/m2,1,on day 1 at 200 mg/m2 and a dose of 25 mg/m2/day on days 2–5 of a 28-day treatment cycle,schedule 1
19289491,NA,402,o6-benzylguanine,120/30,mg/m2,1,"on days 1–5 of a 28-day treatment cycle. One-hour 120 mg/m2 bolus on days 1, 3, 5,  A continuous infusion of 30 mg/m2/day was administered immediately following the initial bolus infusion on day 1 and continued until immediately prior to the last bolus infusion.",schedule 1
19289491,NA,402,temozolomide,50,mg/m2,1,on days 1–5 of a 28-day treatment cycle,schedule 2
19289491,NA,402,temozolomide,50,mg/m2,1,on days 1–5 of a 28-day treatment cycle,schedule 2
19289491,NA,402,o6-benzylguanine,120/30,mg/m2,1,"on days 1–5 of a 28-day treatment cycle. One-hour 120 mg/m2 bolus on days 1, 3, 5,  A continuous infusion of 30 mg/m2/day was administered immediately following the initial bolus infusion on day 1 and continued until immediately prior to the last bolus infusion.",schedule 2
19289491,NA,402,temozolomide,50,mg/m2,1,on days 1–5  of a 28-day treatment cycle with pegfilgrastim between days 7 and 14,schedule 3
19289491,NA,402,temozolomide,50,mg/m2,1,on days 1–5  of a 28-day treatment cycle with pegfilgrastim between days 7 and 14,schedule 3
19289491,NA,402,o6-benzylguanine,120/30,mg/m2,1,"on days 1–5 of a 28-day treatment cycle. One-hour 120 mg/m2 bolus on days 1, 3, 5,  A continuous infusion of 30 mg/m2/day was administered immediately following the initial bolus infusion on day 1 and continued until immediately prior to the last bolus infusion.",schedule 3
23726267,NA,406,tivozanib,1.5,mg,1,"once daily for 3 weeks, followed by a 1-week break (4 weeks = 1 cycle)",RP2D
23726267,NA,406,temsirolimus,25,mg,1,"once weekly, starting on day 8 of cycle 1 for a minimum of 8 weeks (two cycles",RP2D
16899365,NA,407,temozolomide,85,mg/m2,1,once daily in the morning for 6 weeks,in both strata
16899365,NA,407,temozolomide,85,mg/m2,1,once daily in the morning for 6 weeks,in both strata
16614943,NA,408,vinorelbine,30,mg/m2,1,on days 1 and 8 of 28-day cycles,RP2D
11606103,NA,409,topotecan,4,mg/m2,1,"on Days 0, 7, and 14 every 21 days",without the use of granulocyte colony-stimulating factor suppor
11606103,NA,409,topotecan,4,mg/m2,1,"on Days 0, 7, and 14 every 21 days",without the use of granulocyte colony-stimulating factor suppor
11742479,NA,411,topotecan,20,mg/m2,1,on day 1 every 3 weeks to a maximum of 8,RP2D
11742479,NA,411,topotecan,20,mg/m2,1,on day 1 every 3 weeks to a maximum of 8,RP2D
11721172,NA,413,topotecan,1.1,mg/m2,1,for 3 consecutive days every 2 weeks,RP2D
11721172,NA,413,topotecan,1.1,mg/m2,1,for 3 consecutive days every 2 weeks,RP2D
19885837,NA,421,cladribine,9.1,mg/m2,1,for 5 consecutive days per course,for stratum 2
9607572,NA,424,topotecan,1.4,mg/m2,1,for 10 days every 3 weeks,o.d. schedule
9607572,NA,424,topotecan,1.4,mg/m2,1,for 10 days every 3 weeks,o.d. schedule
9607572,NA,424,topotecan,0.7,mg/m2,2,for 10 days every 3 weeks,b.i.d schedule
9607572,NA,424,topotecan,0.7,mg/m2,2,for 10 days every 3 weeks,b.i.d schedule
25677219,NCT00483860,425,topotecan,2.3,mg/m2,1,on days 1 to 5 in a 21 day cycle,Group A
25677219,NCT00483860,425,topotecan,2.3,mg/m2,1,on days 1 to 5 in a 21 day cycle,Group A
25677219,NCT00483860,425,topotecan,2.3,mg/m2,1,on days 1 to 5 in a 21 day cycle,Group B
25677219,NCT00483860,425,topotecan,2.3,mg/m2,1,on days 1 to 5 in a 21 day cycle,Group B
25677219,NCT00483860,425,topotecan,2.3,mg/m2,1,on days 1 to 5 in a 21 day cycle,Group C
25677219,NCT00483860,425,topotecan,2.3,mg/m2,1,on days 1 to 5 in a 21 day cycle,Group C
25677219,NCT00483860,425,topotecan,1.2,mg/m2,1,on days 1 to 5 in a 21 day cycle,Group D
25677219,NCT00483860,425,topotecan,1.2,mg/m2,1,on days 1 to 5 in a 21 day cycle,Group D
7949242,NA,427,topotecan,0.87,mg/m2/d,1,a continuous infusion for 5 consecutive days every 21 days,MTD on the 5 day schedule
7949242,NA,427,topotecan,0.87,mg/m2/d,1,a continuous infusion for 5 consecutive days every 21 days,MTD on the 5 day schedule
7949242,NA,427,topotecan,1.08,mg/m2/d,1,a continuous infusion for 3 consecutive days every 21 days,MTD on the 3 day schedule
7949242,NA,427,topotecan,1.08,mg/m2/d,1,a continuous infusion for 3 consecutive days every 21 days,MTD on the 3 day schedule
8637048,NA,430,topotecan,1.5,mg/m2,1,for 5 days every 3 weeks,MTD for patients with hepatic injury
8637048,NA,430,topotecan,1.5,mg/m2,1,for 5 days every 3 weeks,MTD for patients with hepatic injury
10071262,NA,435,paclitaxel,110,mg/m2,1,day 1 every 3 weeks,RP2D
10071262,NA,435,cisplatin,75,mg/m2,1,day 2 every 3 weeks,RP2D
10071262,NA,435,cisplatin,75,mg/m2,1,day 2 every 3 weeks,RP2D
10071262,NA,435,topotecan,0.3,mg/m2,1,days 2 to 6 every 3 weeks,RP2D
10071262,NA,435,topotecan,0.3,mg/m2,1,days 2 to 6 every 3 weeks,RP2D
20630830,NA,436,topotecan,6,mg/m2,1,"on days 1, 8, and 15 every 28 days",in the previously treated group
20630830,NA,436,topotecan,6,mg/m2,1,"on days 1, 8, and 15 every 28 days",in the previously treated group
20630830,NA,436,topotecan,8,mg/m2,1,"on days 1, 8, and 15 every 28 days",in the chemotherapy-naive group
20630830,NA,436,topotecan,8,mg/m2,1,"on days 1, 8, and 15 every 28 days",in the chemotherapy-naive group
18096059,NCT00287963,439,topotecan,4,mg/m2,1,on days 1 and 8 every 3 weeks,RP2D
18096059,NCT00287963,439,topotecan,4,mg/m2,1,on days 1 and 8 every 3 weeks,RP2D
11925142,NA,446,topotecan,1,mg/m2,1,on Days 1 to 5 and Days 22 to 26 of external-beam irradiation,RD
11925142,NA,446,topotecan,1,mg/m2,1,on Days 1 to 5 and Days 22 to 26 of external-beam irradiation,RD
28283779,NA,455,me-344,10,mg/kg,1,"on days 1, 8, 15, and 22 every 28 days",RP2D
28283779,NA,455,topotecan,4,mg/m2,1,"on days 1, 8 and 15 every 28 days",RP2D
28283779,NA,455,topotecan,4,mg/m2,1,"on days 1, 8 and 15 every 28 days",RP2D
11896112,NA,457,topotecan,2.4,mg/m2,1,for 9 days every 3 weeks,in this group of heavily pretreated children
11896112,NA,457,topotecan,2.4,mg/m2,1,for 9 days every 3 weeks,in this group of heavily pretreated children
8955652,NA,459,topotecan,0.75,mg/m2/d,1,on days 1-5 every 3 weeks,MTD
8955652,NA,459,topotecan,0.75,mg/m2/d,1,on days 1-5 every 3 weeks,MTD
8955652,NA,459,cisplatin,50,mg/m2/d,1,on day I (immediately before TPT) every 3 weeks,MTD
8955652,NA,459,cisplatin,50,mg/m2/d,1,on day I (immediately before TPT) every 3 weeks,MTD
17409986,NA,464,vandetanib,300,mg,1,daily on 28-day treatment cycles,RP2D
33947692,NCT02167854,466,alpelisib,250,mg,1,daily,MTD for Arm A
33947692,NCT02167854,466,alpelisib,350,mg,1,"on days 1–4, 8–11, 15–18, and 22–25 of each 28-day cycle",MTD for Arm B
28623430,NCT00258349,469,saha,200,mg,2,on days 1–14 per 21-day cycle,RP2D
23099652,NCT 00272350,470,vandetanib,400,mg,1,daily on a 28-day cycle,MTD in patients on EIAEDs
15905307,NA,475,zd6474,300,mg,1,daily in 28-day cycles,RP2D
18048823,NA,477,tanespimycin,450,mg/m2,1,weekly in 4-week cylces,RP2D
29882016,NCT00620594,483,bez235,1000,mg,1,"once daily, in continuous 28-day cycles",MTD for SDS capsule A
29882016,NCT00620594,483,bez235,1200,mg,1,"once daily, in continuous 28-day cycles",MTD for SDS sachet
29882016,NCT00620594,484,bez235,600,mg,1,"once daily, in continuous 28-day cycles",MTD for SDS sachet
27129177,NCT01271920,488,auy922,70,mg/m2,1,"on days 1, 8, 15, and 22 of each 28-day treatment cycle",RP2D
22996801,NA,491,vinflunine,320,mg/m2,1,on day 1 every 3 weeks,RD for Group 1
22996801,NA,491,vinflunine,250,mg/m2,1,on day 1 every 3 weeks,RD for Group 2
22996801,NA,491,vinflunine,200,mg/m2,1,on day 1 every 3 weeks,RD for Group 3
21660618,NA,492,trabectedin,1.3,mg/m2,1,every 3 weeks,MTD for stratum I (mild baseline AP)
19417019,NA,493,trabectedin,0.61,mg/m2,1,1-h infusion weekly for 3 wk every 4-wk schedule,MTD for the 1-hour dosing schedule
19417019,NA,493,trabectedin,0.58,mg/m2,1,3-h infusion weekly for 3 wk every-4-wk schedule,MTD for the 3-hour dosing schedule
19419856,NA,495,trabectedin,700,ug/m2,1,on days 1 and 8 every 3 week,In pre-treated and  untreated patients
23299791,NA,496,vinflunine,60,mg,1,once a day from day 1 to day 42 (6 consecutive weeks) followed by a 2-week rest,RD
20921456,NA,500,vandetanib,145,mg/m2,1,administered concurrently with radiotherapy for a maximum of 2 years,RP2D
26801247,NCT0110429,503,veliparib,300,mg,2,days 1 through 14,RP2D
21373895,NA,504,vinorelbine,50,mg,1,"thrice weekly (e.g., Monday, Wednesday, Friday; or Tuesday, Thursday, Saturday) for progressively increasing durations of therapy, for 3 weeks (followed by a 1-week rest period) in every 4-week cyles",RP2D
33947696,NCT02202200,506,palbociclib,25,mg,1,daily for 14 days followed by a 7-day break,MTD in strata 2
33947696,NCT02202200,506,vemurafenib,960,mg,2,daily continuously,MTD in strata 2
24470511,NA,507,buparlisib,100,mg,1,starting on day 1 of a continuous 28-day cycle,RP2D
11745237,NA,512,valspodar,12.5,mg/kg,2,every 12 hours for 8 days,the liquid formulation
11745237,NA,512,valspodar,4,mg/kg,4,every 6 hours for 8 days,the microemulsion
29563138,NCT01625234,521,ensartinib,225,mg,1,daily without food every 28 days,RP2D
22080430,NA,532,marizomib,0.7,mg/m2,1,"on days 1, 8 and 15 of 28 day cycles",RP2D
22506596,NCT00771472,538,vorinostat,400,mg,1,daily,RD
29047029,NCT01744652,543,crizotinib,250,mg,2,daily,RP2D
29047029,NCT01744652,543,dasatinib,50,mg,1,daily,RP2D
9626216,NA,547,vinorelbine,15,mg/m2,1,on days 1 and 8 over the 3-week cycle,RP2D
9626216,NA,547,cisplatin,80,mg/m2,1,once every 3 weeks,RP2D
9626216,NA,547,cisplatin,80,mg/m2,1,once every 3 weeks,RP2D
31409616,NCT02638090,552,pembrolizumab,200,mg,1,every 3 weeks,RP2D
34347089,NCT01189266,555,vorinostat,230,mg/m2,1,"started on the first day of radiation and given Monday through Friday for the duration of radiation treatment, and then continued at 230 mg/m2 daily for a maximum of twelve 28-day cycles",RP2D
34896762,NCT02521051,557,alectinib,600,mg,2,daily,RP2D
34896762,NCT02521051,557,bevacizumab,15,mg/kg,1,every 3 weeks,RP2D
10963843,NA,559,thoracic radiotherapy,1.8/2,Gy,1,1.8 Gy for 5 days a week for 6 weeks and increased to 2.0 Gy during the sixth and last week with a totaldose of 55 Gy,fixed
26891067,NCT01222780,560,vincristine,2.25,mg/m2,1,"on days 1, 8, 15, and 22 ofa 28-day course",RP2D
15736475,NA,562,vinorelbine,22.5,mg/m2,1,day 1 every two weeks,with rhG-CSF support
15736475,NA,562,vinorelbine,20,mg/m2,1,day 1 every two weeks,without rhG-CSF support
31506385,NCT01677741,565,dabrafenib,5.25,mg/kg,NA,a single dose on Day 1 and twice daily from Day 2,RP2D for age <12 years
31506385,NCT01677741,565,dabrafenib,4.5,mg/kg,NA,a single dose on Day 1 and twice daily from Day 2,RP2D for age >=12 years
25728527,NCT01240538,569,reolysin,5 x 10^8,TCID50/kg,1,"for 5 consecutive days, every 28 days",RD
8751547,NA,571,cyclophosphamide,750,mg/m2,1,day 1 on a 21-day cycle,fixed
8751547,NA,571,g-csf,10,ug/kg,1,"administration continued 24 hr after the cisplatin infusion until the WBC was >=30,000/cm3 on a 21-day cycle",fixed
8751547,NA,571,g-csf,10,ug/kg,1,"administration continued 24 hr after the cisplatin infusion until the WBC was >=30,000/cm3 on a 21-day cycle",fixed
25139740,NCT00741377,574,bhq880,10,mg/kg,1,Day 1 every 28 d,RP2D
7607931,NA,577,total body irradiation,1.2,Gy,3,on days -4 to -1 for total 14.4 Gy,Marrow was infused on Day 0
9213323,NA,580,docetaxel,75,mg/m2,1,NA,MTD for patients with a history of prior chemotherapy
9213323,NA,580,cyclophosphamide,700,mg/m2,1,NA,MTD for patients with a history of prior chemotherapy
9213323,NA,580,docetaxel,75,mg/m2,1,NA,MTD for patients with no prior chemotherapy
9213323,NA,580,cyclophosphamide,800,mg/m2,1,NA,MTD for patients with no prior chemotherapy
24958809,NCT00880321,581,dabrafenib,150,mg,2,daily in 21-day treatment cycles,RP2D
31811016,NCT01677741,582,dabrafenib,5.25,mg/kg,2,"a single dose of 3 mg/kg dabrafenib on Day 1 and repeat dose will begin from Day 2, evenly divided in two daily doses in 28-day cycles",RP2D
32741971,NCT02597036,587,ly3127804,20,mg/kg,1,every 2 weeks (Q2W) for 28 day cycle,RP2D
32741971,NCT02597036,588,ly3127804,20,mg/kg,1,every 2 weeks (Q2W) for 28 day cycle,RP2D
27649551,NCT02239900,591,ipilimumab,3,mg/kg,1,every 3 weeks for 4 doses,MTD not determined
34428285,NCT02343536,593,azacitidine,300,mg,1,7 days before cycle 1 and on days 8-21 of cycles 1-5,RP2D
33046516,NCT02789345,602,ramucirumab,10,mg/kg,1,on day 1 every 2 weeks (Q2W),RD
25307519,NCT01048892,605,ntx-010,1 x 10^11,vp/kg,1,single dose,RD
25307519,NCT01048892,606,ntx-010,1 x 10^11,vp/kg,1,days 8 and 29,RD
28439108,NCT00450814,607,mv-nis,10^11,TCID50,1,single dose on day 1,RP2D
31895753,EudraCT: 2011-004200-38,611,ipilimumab,10,mg/kg,1,every 3 weeks for 4 cycles,RP2D
33229456,NCT02791334,613,ly3300054,700,mg,1,Q2W,RP2D
16675578,NA,619,abt-751,250,mg,1,1 for 7 consecutive days every 3 weeks,MTD for q.d. dosing schedule
16675578,NA,619,abt-751,150,mg,2,1 for 7 consecutive days every 3 weeks,MTD for b.i.d. dosing schedule
26924128,NCT01365559,620,oprozomib,150,mg,1,on days 1–5 of 14-day cycles,QD treatment
26924128,NCT01365559,620,oprozomib,90/90,mg,2,"twice daily, 4–6 h apart on days 1–5 of 14-day cycles",split-dose schedule
24916771,NA,621,px-866,8,mg,1,once daily starting on cycle 1 day 1 in 21 day cycles,RP2D
33713742,NCT01674842,622,cisplatin,40,mg/m2,1,once weekly,In the BCT cohort
33713742,NCT01674842,622,cisplatin,40,mg/m2,1,once weekly,In the BCT cohort
33713742,NCT01674842,622,radiation,1.8-2.0,Gy,1,daily fractions to the breast up to total 50 to 50.4 Gy,In the BCT cohort
33713742,NCT01674842,622,cisplatin,30,mg/m2,1,once weekly,In the mastectomy cohort
33713742,NCT01674842,622,cisplatin,30,mg/m2,1,once weekly,In the mastectomy cohort
33713742,NCT01674842,622,radiation,1.8-2,Gy,1,once-daily fractions was administered to the chest wall to a total of 50 to 50.4 Gy,In the mastectomy cohort
28363909,NCT01719380,640,encorafenib,200,mg,1,daily in 28-day cycles,RP2D
28363909,NCT01719380,641,encorafenib,200,mg,1,daily in 28-day cycles,RP2D
28363909,NCT01719380,641,alpelisib,300,mg,1,daily,RP2D
34040175,NCT02157792,649,berzosertib,210,mg/m2,1,on days 2 and 9 Q3W,RP2D
34040175,NCT02157792,649,gemcitabine,1000,mg/m2,1,on days 1 and 8 Q3W,RP2D
12460785,NA,652,pnu-159548,14,mg/m2,1,every 21 days,in heavily (HP) patients
12460785,NA,652,pnu-159548,16,mg/m2,1,every 21 days,in minimally pretreated/non-pretreated (MP) patients
19789325,NA,656,dasatinib,120,mg,2,every 12 h for 5 consecutive days followed by 2 nontreatment days every week in 28-d treatment cycles,5D2 schedule
19789325,NA,656,dasatinib,70,mg,2,"continuously, twice-daily in 28-dtreatment cycles",CDD schedule
33607477,NCT01946867,657,nbtxr3,22,%,1,on day 1,RP2D
32464516,NCT02537223,661,alpelisib,200,mg,1,"once daily, starting on day 1 for 7 weeks",RP2D
33472913,ISRCTN 16332228,665,guadecitabine,20,mg/m2,1,on days 1–5 in 21-day cycles,MTD with G-CSF
21765046,NA,667,ca4p,50,mg/m2,1,once weekly,PR2D for patients with SCCHN
21765046,NA,667,radiotherapy,66,Gy,NA,in 33 fractions treating daily over 6 weeks,patients with SCCHN
27810904,NCT01836029,668,motolimod,3,mg/m2,1,"on days 1, 8, and 15 of a 28-day cycle",RP2D
15865068,NA,669,epirubicin,90,mg/m2,1,on day 2every 21 days,MTD in sequence B
15865068,NA,669,paclitaxel,175,mg/m2,1,on day 1 every 21 days,MTD in sequence B
15865068,NA,669,epirubicin,100,mg/m2,1,on day 1 every 21 days,MTD in sequence A
15865068,NA,669,paclitaxel,200,mg/m2,1,on day 2every 21 days,MTD in sequence A
16683074,NA,671,cisplatin,40,mg/m2,1,on day 1 and 15 every 4 weeks,MTD for heavily pretreated patients
16683074,NA,671,cisplatin,40,mg/m2,1,on day 1 and 15 every 4 weeks,MTD for heavily pretreated patients
16683074,NA,671,irofulven,0.4,mg/kg,1,on day 1 and 15 every 4 weeks,MTD for heavily pretreated patients
16683074,NA,671,cisplatin,40,mg/m2,1,on day 1 and 15 every 4 weeks,MTD for lightly pretreated patients
16683074,NA,671,cisplatin,40,mg/m2,1,on day 1 and 15 every 4 weeks,MTD for lightly pretreated patients
16683074,NA,671,irofulven,0.5,mg/kg,1,on day 1 and 15 every 4 weeks,MTD for lightly pretreated patients
10589753,NA,677,paclitaxel,175,mg/m2,1,day 1 every 21 days for a maximum of six cycles,RP2D
10589753,NA,677,etoposide,80,mg/m2,1,i.v. day 1 every 21 days for a maximum of six cycles,RP2D
10589753,NA,677,etoposide,180,mg/m2,1,"p.o., days 2–3 every 21 days for a maximum of six cycles",RP2D
27110950,UMIN000005585,684,proton beam therapy,66,Gy,NA,started on day 1 of the first cycle of chemotherapy and wasdelivered once daily for 5 days per week. The total dose of PBT was 66 Gy (RBE) in 33 fractions,RD
16937305,NA,687,cisplatin,40,mg/m2,1,weekly,MTD for weekly schedule in patients receiving Primary CCRT
16937305,NA,687,cisplatin,40,mg/m2,1,weekly,MTD for weekly schedule in patients receiving Primary CCRT
16937305,NA,687,cisplatin,80,mg/m2,1,monthly,MTD for monthly schedule in patients receiving Primary CCRT
16937305,NA,687,cisplatin,80,mg/m2,1,monthly,MTD for monthly schedule in patients receiving Primary CCRT
16937305,NA,687,cisplatin,40,mg/m2,1,weekly,MTD for weekly schedule in patients receiving Adjuvant CCRT
16937305,NA,687,cisplatin,40,mg/m2,1,weekly,MTD for weekly schedule in patients receiving Adjuvant CCRT
16937305,NA,687,cisplatin,80,mg/m2,1,monthly,MTD for monthly schedule in patients receiving Adjuvant CCRT
16937305,NA,687,cisplatin,80,mg/m2,1,monthly,MTD for monthly schedule in patients receiving Adjuvant CCRT
16754599,NA,689,cisplatin,180,mg/m2,1,every 3 week,RD
16754599,NA,689,cisplatin,180,mg/m2,1,every 3 week,RD
18600301,NA,692,9-nitrocamptothecin,1.25,mg/m2,1,"5 consecutive days, every week, for 3 weeks of each 4-week course, starting on the evening of cisplatin administration",MTD in arm 1
18600301,NA,692,cisplatin,70,mg/m2,1,on Day 1 of each 4-week course,MTD in arm 1
18600301,NA,692,cisplatin,70,mg/m2,1,on Day 1 of each 4-week course,MTD in arm 1
18600301,NA,692,9-nitrocamptothecin,2.25,mg/m2,1,"5 consecutive days, every week, for 3 weeks of each 4-week course, starting on the evening of cisplatin administration",MTD in arm 2
18600301,NA,692,cisplatin,40,mg/m2,1,on Day 1 of each 4-week course,MTD in arm 2
18600301,NA,692,cisplatin,40,mg/m2,1,on Day 1 of each 4-week course,MTD in arm 2
20606530,NA,694,tirapazamine,260,mg/m2,1,on day 1 of weeks 1 to 5,RP2D
20606530,NA,694,cisplatin,30,mg/m2,1,on day 1 of weeks 1 to 6,RP2D
20606530,NA,694,cisplatin,30,mg/m2,1,on day 1 of weeks 1 to 6,RP2D
26891913,NA,702,s-1,25,mg/m2,2,daily on Days1–14 and Days 22–35,RD
26891913,NA,702,cisplatin,80,mg/m2,1,on Days 1–3 and Days 22–24,RD
26891913,NA,702,cisplatin,80,mg/m2,1,on Days 1–3 and Days 22–24,RD
22922041,NA,712,cisplatin,65,mg/m2,1,NA,RD
22922041,NA,712,cisplatin,65,mg/m2,1,NA,RD
11821794,NA,716,cisplatin,100,mg/m2,1,in osmolarity 308 mOsm/L,RD for isotonic intraperitoneal cisplatin
11821794,NA,716,cisplatin,100,mg/m2,1,in osmolarity 308 mOsm/L,RD for isotonic intraperitoneal cisplatin
