PMID,NCTID,ES,DesignType,schema
20877350,NA,Escalation,NA,The MTD was defined as the dose level(s) at which at least two out of six patients developed DLT. 
30635336,NCT01320592,Escalation,3 + 3,N/
20530446,NA,Escalation,NA,"A minimum of four patients were planned to be tested at each dose level. Dose escalation was implemented if none of the four patients experienced DLT. If one patient experienced DLT, three more patients were recruited at that dose level. The dose increases were 25 mg/m2 for the single lipoplatin escalation and 50 mg/m2 in the combined escalation. The study aimed to start and integrate the single drug escalation and then to begin the combination. Paclitaxel escalation was based on dosages where experience with other agents exists (15). When three out of four patients experienced DLT, then the MTD (i.e. one dose level below DLT) had been reached and three additional patients were treated at the previous dose level."
19386478,NA,Escalation,modified Fibonacci schedule,"If two or more cases of SAEs were observed in a given cohort, dose escalation was stopped. This was designated as the dose-limiting toxicity. The MTD was defined as the dose level before the dose that induced two or more SAEs"
18956139,NA,Escalation,NA,"Three to six patients were treated at each dose level. The first patient was observed for a period of 21 days before further patients were treated. If the initial patient had no hematological toxicity ≥grade 3 or nonhematological toxicity ≥grade 2 (except alopecia, vomiting, or grade 3 ALT or AST), two more patients were entered at that dose level and one patient was enrolled in the next level. If one DLT occurred among the three patients in a dose level, patient enrollment continued until a second DLT occurred or until a maximum of six patients enrolled. If the same type of DLT occurred in ≥2 of the six patients, dose escalation was stopped and this dose level was considered the MTD. "
18794097,NA,Escalation,3 + 3,The MTD was defined as the dose level below that at which one-third or more patients experienced a DLT.
21853310,NA,Escalation,3 + 3,"Three patients were treated at a starting dose of 80 mg/m2. If no DLT occurred in the Wrst three patients, then three patients were enrolled into the next dose level. If a DLT occurred, three additional patients were then enrolled at the same dose level. If a DLT occurred in only one of six patients at a dose level, three new patients were then enrolled into the next dose level. The MTD was deWned as the dose level at which two out of three to six patients showed DLTs. The RD was deWned as the dose level that was one level below the MTD, and a total of six patients were treated at the RD to evaluate the safety proWle."
24658629,NA,Escalation,3 + 3,The MTDwas defined as one dose level lower than that at which twoor more patients developed DLTs.
20406837,NA,Escalation,NA,"At least three patients were to be treated in each cohort. If none of these patients had DLT, dose escalation proceeded for next patients. If one of the first three patients in a cohort experienced DLT, then the cohort was expanded to six patients; if no other patients in this cohort had DLT, dose escalation proceeded as described above.. The MTD was defined as the highest dose level at which less than two patients in a cohort of six patients experienced DLT in the first two cycles."
20941597,NA,Escalation,3 + 3,N/A
28868573,NCT02667743,Escalation,3 + 3,"Three patients were accrued at the startingdose level. Three other patients were entered at the subsequentdose level when DLTs were not observed. If one of the firstthree patients exhibited DLTs at any level, then three additional patients were enrolled at the same dose. Dose escalationwas terminated when a DLT was observed in two or morepatients in cohorts, and the preceding dose was declared asthe MTD."
26266640,NA,Escalation,NA,"At least three patients were enrolled at each dose level. Initially, 3 patients were treated at dose level 1, and no intra-patient dose escalation was allowed. If one DLT was observed in the first three patients, 3 more patients were entered at this dose level and dose escalation continued to the next level if fewer than 3 of 6 patients experienced a DLT. The MTD was defined as the previous level from the level at which a DLT was observed in 2 out of 3 or in 3 out of 6 patients."
21820161,NA,Escalation,NA,N/A
19633055,NA,Escalation,3 + 3,"The starting dose of Genexol-PM was 80 mg/m2. Subsequent dose escalations were 100, 120, 140, 160, 180 and 200 mg/m2 in cohorts of three patients per level. If at any dose level, no patient experienced DLT within 28 days after receipt of Genexol-PM, then another cohort of three patients were enrolled to the next level. Three additional patients were entered at the same dose if one of three patients experienced DLT. If DLT occured in at least one of the additional three patients entered at a particular dose level, then the dose level before the current dose level at which DLT occurred was regarded as the MTD and further dose escalation was terminated. Intrapatient dose escalation was not allowed."
29936064,NCT01962103,Escalation,NA,"In any given dose-level cohort, if >=2 patients experienced a DLT, the MTD was considered exceeded, and the previous lower dose declared the MTD. "
21372602,NA,Escalation,NA,"At least 3 patients were treated at each dose level. If no doselimiting toxicity (DLT) was observed in the first 3 patients, the dose was escalated to the next level. If 1 of the 3 patients developed any DLT, an additional 3 patients were added at the same dose level. If none of the additional patients developed DLT, the dose was escalated. The MTD was defined as the dose level at which 2 or more of 3 (or 6 in the case described above) patients developed DLTs. The RD was defined as 1 dose level under the MTD."
19509578,NA,Escalation,NA,"When 3 to 6 patients were registered at each dose level and dose-limiting toxicity (DLT) was noted in more than 3 patients, the dose level was assumed to be the maximum tolerated dose"
23349317,NA,Escalation,modified Fibonacci scheme,The MTD was defined as that dose level at which <= 1 of 6 patients developed a DLT
23053259,NA,Escalation,3 + 3,"The MTD was assessed on the basis of DLTs observed during cycle 2, after lonafarnib was introduced."
27595901,"JapicCTI-101,233",Escalation,NA,"If two or more of the first three patients or two or more of the total six patients treated at a dose level experienced any DLT, the dose was to be designated as the MTD for the weekly administration of NK105. "
19034451,NA,Escalation,3 + 3,The MTD was deWned asthe dose level below which two of three to six patientsexperienced DLT in cycle 1
24496920,NCT00736619,Escalation,3 + 3,"If one or two of the initial three patients in a dose level (DL) experienced dose-limiting toxicty (DLT) (other than grade 4 mucositis and/or death), then three additional patients were enrolled on the study and treated at thatDL. If three or more patients in a six-patient cohort experience DLT, then the MTD would be deemed to have been exceeded. Three additional patients would be enrolled at the next lower DL as needed to achieve a total of six as- sessable patients at that lower DL. If ≤2 of 6 patients experienced DLT at thisDL, this would be the phase II recommended dose."
22421191,NA,Escalation,NA,"If none of the initial 3 patients on a dose level experienced a dose-limiting toxicity (DLT) after the first cycle of therapy, then the dose was escalated to the next level. If 2 or more patients on any dose level experienced a DLT, then the MTD would be determined to be the next lower dose level."
